"Characters","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type",""
"","","3","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","8","","-1","",""
"","","4","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","5","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","6","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","7","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","8","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","6","","-1","",""
"","","9","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","6","","-1","",""
"","","10","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","5","","-1","",""
"Shining","Dogmatic Field","1","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","Regen over time",""
"","","2","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","",""
"","","3","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","",""
"","","4","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","",""
"","","5","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","",""
"","","6","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","",""
"","","7","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","100","60","",""
"","","8","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","105","60","",""
"","","9","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","110","60","",""
"","","10","Attack +{{atk}:.0%}. Increase the Defense of all allies within attack range by {{def}:.0%}","120","115","60","",""
"Nightingale","Arcane Shield","1","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","11","","-1","Regen over time",""
"","","2","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","11","","-1","",""
"","","3","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","11","","-1","",""
"","","4","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","10","","-1","",""
"","","5","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","10","","-1","",""
"","","6","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","10","","-1","",""
"","","7","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","10","","-1","",""
"","","8","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","9","","-1","",""
"","","9","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","9","","-1","",""
"","","10","The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack. Additionally, they increase the targets' Magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charges","8","","-1","",""
"Nightingale","Holy Territory","1","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","100","60","Regen over time",""
"","","2","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","100","60","",""
"","","3","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","100","60","",""
"","","4","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","105","60","",""
"","","5","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","105","60","",""
"","","6","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","105","60","",""
"","","7","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","110","60","",""
"","","8","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","110","60","",""
"","","9","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","110","60","",""
"","","10","Increase attack range, Attack +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} Magic resistance and {{prob}:.0%} magic evasion","120","115","60","",""
"Hoshiguma","Battle Intent","1","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","50","20","20","Regen over time",""
"","","2","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","49","20","21","",""
"","","3","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","48","20","22","",""
"","","4","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","47","20","23","",""
"","","5","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","46","20","24","",""
"","","6","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","45","20","25","",""
"","","7","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","44","20","26","",""
"","","8","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","43","20","27","",""
"","","9","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","42","20","28","",""
"","","10","Defense +{{def}:.0%}, Attack +{{atk}:.0%}","40","20","30","",""
"Hoshiguma","Thorns","1","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","Passive",""
"","","2","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","3","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","4","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","5","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","6","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","7","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","8","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","9","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"","","10","Defense +{{def}:.0%}. Every time Hoshiguma is attacked, inflict {{atk_scale}:.0%} physical damage to the attacker","","","","",""
"Hoshiguma","Power Saw","1","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","60","20","25","Regen over time",""
"","","2","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","59","20","25","",""
"","","3","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","58","20","25","",""
"","","4","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","57","23","25","",""
"","","5","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","56","23","25","",""
"","","6","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","55","23","25","",""
"","","7","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","54","26","25","",""
"","","8","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","53","27","25","",""
"","","9","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","52","28","25","",""
"","","10","Attack +{{atk}:.0%}, Defense +{{def}:.0%}. Slice all enemies 1 tile ahead using her shield","50","30","25","",""
"Saria","First Aid","1","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","","Regen over time",""
"","","2","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","","",""
"","","3","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","","",""
"","","4","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","5","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","6","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","7","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","","",""
"","","8","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","","",""
