"Fast Link for toolbox to hear voiceline ",,,"https://aceship.github.io/AN-EN-Tags/akhrchars.html",,"Please update the Translate Progress after finished editting",,
"char_277_sqrrel","Shaw","选中干员1","Selected Operator 1","在！",,,
"char_277_sqrrel","Shaw","选中干员2","Selected Operator 2","了解！",,,
"char_277_sqrrel","Shaw","部署1","Deploy 1","唔唔。",,,
"char_277_sqrrel","Shaw","部署2","Deploy 2","哼。",,,
"char_277_sqrrel","Shaw","作战中1","In Combat 1","嘿呀！",,,
"char_277_sqrrel","Shaw","作战中2","In Combat 2","走开走开！",,,
"char_277_sqrrel","Shaw","作战中3","In Combat 3","灭火器喷射！",,,
"char_277_sqrrel","Shaw","作战中4","In Combat 4","根据消防守则，你这是违禁行为！",,,
"char_277_sqrrel","Shaw","4星结束行动","Complete Operation with 4 stars","这样规模的火灾，也只有靠长官和大家一起努力才能消灭的了。",,,
"char_277_sqrrel","Shaw","3星结束行动","Complete Operation with 3 stars","大火已经完全扑灭了，随时可以收队。",,,
"char_277_sqrrel","Shaw","非3星结束行动","Complete Operation with 2 stars","火情已经基本得到控制了！需要我进行善后处理吗。",,,
"char_277_sqrrel","Shaw","行动失败","Failed Operation","糟，糟糕......大火烧过来了！",,,
"char_277_sqrrel","Shaw","进驻设施","Assign to Station","以后我就住这儿了对吧。",,,
"char_277_sqrrel","Shaw","戳一下","Poke","唔......",,,
"char_277_sqrrel","Shaw","信赖触摸","Poke with Trust Bubble","脸要被捏扁了啦！",,,
"char_277_sqrrel","Shaw","标题","Title Screen","明日方舟。",,"アークナイツ。",
"char_277_sqrrel","Shaw","问候","Greeting","有事吗长官！",,,
"char_278_orchid","Orchid","任命助理","Assign Secretary","我会把这些都安排好的，交给我吧。",,"この手の仕事は私に任せて、うまく片付けておくから。",
"char_278_orchid","Orchid","交谈1","Conversation 1","希望在我忙着处理博士你安排的事务时，组里的其他人不要闹出什么岔子......啊啊啊......一想到这件事，就开始心慌了！",,"ドクターくんに任された仕事をしてる間くらいは、チームのみんなもおとなしくしてくれればいいんだけど……ああ……気になりだすと、仕事が手に付かないわ！",
"char_278_orchid","Orchid","交谈2","Conversation 2","平静的工作，平静的生活，我想过的也就是这样的日子而已。",,"落ち着いた仕事に、落ち着いた生活、そんな日々がほしいだけ。",
"char_278_orchid","Orchid","交谈3","Conversation 3","别说了，我不是不擅长和行动预备组A6的其他队员相处，我是看到他们就头疼......",,"あのね、A6のメンバーたちとは仲良くできないわけじゃないの、いつも困らされてるだけよ……",
"char_278_orchid","Orchid","晋升后交谈1","Elite Promotion Conversation 1","......组里的其他人每天都在惹麻烦，也有自闭的，听不懂话的，屡教不改的......要到哪一天大家才会安稳工作啊......",,"はあ……面倒事ばかり起こす隊員たちには手を焼いてるわ、コミュ障だし、人の話聞かないし、言われたこともできないし……いったいいつになったら落ち着いて仕事ができるようになるのかしら……",
"char_278_orchid","Orchid","信赖提升后交谈1","High Trust Conversation 1","我也不知道自己为什么会被分到这个小组......明明只是想要普普通通地生活的我，为什么要照顾这些问题儿童啊？！不对，月见夜根本不是儿童！",,"私もどうしてこのチームに配属されたのか見当もつかないわ……私はただ普通に暮らせればよかっただけなのに、なんでこんな問題児たちの面倒まで見なきゃいけないわけ？！ミッドナイトにいたってはもういい大人なんだからー！",
"char_278_orchid","Orchid","信赖提升后交谈2","High Trust Conversation 2","泡普卡，摸摸她......空爆，绑起来......斑点，别让他生气......月见夜，直接砸晕带走......这样博士你......就也知道怎么去应对A6小组的其他人了......",,"ポプカルは、撫でてあげて……カタパルトは、縛り付けておいて……スポットは、怒らせないようにして……ミッドナイトは、実力行使でしつける……これだけ憶えておけば……ドクターくんもA6のお世話係になれるわ……",
"char_278_orchid","Orchid","信赖提升后交谈3","High Trust Conversation 3","博士要尝尝吗？这些是我自己做的蛋糕，我正准备拿去分给小组里的其他成员，他们最喜欢水果蛋糕了。其实，A6的各位就是群小孩子而已嘛......",,"手作りのケーキをチームのみんなにもっていくところよ、ドクターくんも食べてみる？みんなフルーツケーキが大好きなの。A6のメンバーは本当にお子様ばかりね、まったく……",
"char_278_orchid","Orchid","闲置","Idle","今天已经不剩多少时间了，您今天的任务完成了吗？",,"もういい時間だわ、今日の仕事は終わったの？ドクターくん。",
"char_278_orchid","Orchid","干员报到","Operator Reporting In","预备行动组A6的组长，梓兰，前来报道。您就是Dr.{@nickname}吗，接下来的工作请多多关照。",,"行動予備隊A6の隊長、オーキッドよ。ドクターというのはあなたのことかしら？これからよろしくお願いするわ。",
"char_278_orchid","Orchid","观看作战记录","Watching Combat Tape","真是让人受益匪浅的录像，我会好好记下来的。",,"すごくためになる講習ビデオだったわね、しっかり憶えておくわ。",
"char_278_orchid","Orchid","精英化晋升1","Elite 1","十分感谢，之后我也会努力提高自己，为博士争取更好的业绩！",,"どうもありがとう、これからももっといい業績を上げられるように、自分磨きに励むわ！",
"char_278_orchid","Orchid","编入队伍","Assign to Team","我会好好完成我的任务的。",,"与えられた任務は全うするわ。",
"char_278_orchid","Orchid","任命队长","Assign to Team Leader","请各位严格遵循战术手册行事，谢谢配合！",,"みんな、戦術マニュアルを厳守すること！よろしく頼むわね。",
"char_278_orchid","Orchid","行动出发","Operation Sortie","战斗开始！大家请小心！",,"行動開始！みんな気をつけて！",
"char_278_orchid","Orchid","行动开始","Operation Start","请大家务必要按照计划执行任务！全体人员散开！",,"作戦通りに動いてちょうだいね！みんな配置について！",
"char_278_orchid","Orchid","选中干员1","Selected Operator 1","请说！",,"どうぞ！",
"char_278_orchid","Orchid","选中干员2","Selected Operator 2","在！",,"ええ！",
"char_278_orchid","Orchid","部署1","Deploy 1","梓兰，准备就绪。",,"オーキッド、配置についたわ。",
"char_278_orchid","Orchid","部署2","Deploy 2","一切按计划进行。",,"手筈通りに。",
"char_278_orchid","Orchid","作战中1","In Combat 1","目标锁定！",,"目標捕捉！",
"char_278_orchid","Orchid","作战中2","In Combat 2","阻止敌人的脚步！",,"敵の進攻を食い止めるわ！",
"char_278_orchid","Orchid","作战中3","In Combat 3","别烦我！",,"邪魔しないで！",
"char_278_orchid","Orchid","作战中4","In Combat 4","工作已经够多了！",,"もう仕事を増やさないでちょうだい！",
"char_278_orchid","Orchid","4星结束行动","Complete Operation with 4 stars","不愧是博士，即使是面对这样的敌人，作战指挥也是如此完美。",,"さすがドクターくんね、これだけの敵を相手にしても、完璧に指揮をこなせるなんて。",
"char_278_orchid","Orchid","3星结束行动","Complete Operation with 3 stars","完美完成了工作！看来今天可以好好休息一下了。",,"よーし完璧だわ！今日はゆっくり休めそうね。",
"char_278_orchid","Orchid","非3星结束行动","Complete Operation with 2 stars","......下次还得更加努力才行。",,"ん……次はもっとしっかりしなきゃ。",
"char_278_orchid","Orchid","行动失败","Failed Operation","大家都没事吧，我们快离开这里！",,"みんな無事ね、さっさと撤退するわよ！",
"char_278_orchid","Orchid","进驻设施","Assign to Station","真是吵闹的地方......",,"騒がしいところね……",
"char_278_orchid","Orchid","戳一下","Poke","要做什么呀......",,"なにするのよ……",
"char_278_orchid","Orchid","信赖触摸","Poke with Trust Bubble","啊啊？还要加班？我就知道——",,"はぁ？まーた残業？ちっそう来ると思ってたわ――",
"char_278_orchid","Orchid","标题","Title Screen","明日方舟。",,"アークナイツ。",
"char_278_orchid","Orchid","问候","Greeting","博士你好，今天也好好把计划的任务完成吧。",,"おはようドクターくん、今日もしっかり仕事を片付けていきましょう。",
"char_282_catap","Catapult","任命助理","Assign Secretary","今天的工作可真不少啊。所以，博士，要不要先玩玩游戏？最好的工作准备，难道不正是一份放松的心情吗？",,,
"char_282_catap","Catapult","交谈1","Conversation 1","唔，总觉得好没劲，是不是因为月见夜不在啊？每当我看到他笑容闪耀，向着女生们搭讪再遭拒绝的场面，这一整天的心情，可就好的不得了~",,,
"char_282_catap","Catapult","交谈2","Conversation 2","博士，你知道我们小组里谁最可靠吗？猜不出来吧？是斑点哦。别看他不常说话，做起事可是非常靠谱的。所以~如果干活的话，为什么不把他叫过来呢？现在只有我们两人，多累啊~",,,
"char_282_catap","Catapult","交谈3","Conversation 3","哎~又被梓兰姐训了一顿......她也太爱操心了吧？一定是工作压力太大了~她还是得学学我，我可是最擅长寻找工作和休息中的平衡点的那种人~！",,,
"char_282_catap","Catapult","晋升后交谈1","Elite Promotion Conversation 1","嗯？杜宾教官，今天是不是不在？出差去了？......哼哼，终于！终于又能轻轻松松地过一天了！太棒了！博士我马上要去买点零食，你想吃薯片还是爆米花？让我帮你带一份！",,,
"char_282_catap","Catapult","信赖提升后交谈1","High Trust Conversation 1","听，听我说小泡普卡，吵架什么的，我不会再干了！放、放下电锯吧！......惨了惨了，她暴走了啊！这、这可完蛋了，快跑博士，从窗户跳下去！别管了，快和我一起跳！",,,
"char_282_catap","Catapult","信赖提升后交谈2","High Trust Conversation 2","我们当时在的那个小城啊，城镇里的大伙都被城主逼得活不下去，我也很讨厌那个脑满肠肥的家伙，就把他的金库炸了，把钱发给大家自谋生计去。想了想，还真是很痛快的经历嘛~",,,
"char_282_catap","Catapult","信赖提升后交谈3","High Trust Conversation 3","别人怎么评价我我可不在乎。我只在乎自己每天过的舒不舒服，是不是在做自己乐意做的事。人生是自己的，就应该由自己去掌握，难道不是吗？",,,
